Lastname,Name,Team,Position,Games Played,Goals,Missed,Field Goals,Penalty Goals,Shooting Accuracy,Assists,Technical Faults,Steals,Blocks,Yellow Cards,2 Min Exclusion,Red Cards,Blue Cards,Season,Tier
Mundus,Marvin,NLB,CB,20,7,4,5,2,0.6364,2,0,0,0,0,0,0,0,19/20,B
Mrozowicz,Przemyslaw,VFL,LB,6,7,9,7,0,0.4375,4,2,0,0,2,2,0,0,19/20,B
Fuchs,Markus,ASV,LB,24,6,6,6,0,0.5,13,2,7,21,16,19,1,0,19/20,B
Lilienfelds,Girts,COB,RB,13,6,2,6,0,0.75,7,5,0,0,0,1,0,0,19/20,B
Barwitzki,Moritz,FER,LW,11,6,4,6,0,0.6,0,1,0,0,0,0,0,0,19/20,B
Urban,Tomas,TVE,RW,4,6,2,6,0,0.75,3,2,1,0,0,0,0,0,19/20,B
Rebelo,Nuno,DOR,RB,14,6,5,6,0,0.5455,0,1,0,0,0,2,0,0,19/20,B
Miljak,Duje,EIS,RB,24,5,4,5,0,0.5556,16,5,14,6,16,27,1,0,19/20,B
Muller,Jonas,FER,LB,11,5,15,5,0,0.25,0,0,0,0,1,2,0,0,19/20,B
Emanuel,Max,SGB,RB,14,5,3,5,0,0.625,2,2,0,1,1,1,1,0,19/20,B
Karle,Felix,WÖW,RW,24,5,5,5,0,0.5,0,1,1,0,0,0,0,0,19/20,B
Tuminskis,Austris,AUE,LB,16,5,2,5,0,0.7143,2,1,0,0,1,0,0,0,19/20,B
Gorgen,Moritz,DOR,RW,5,5,1,5,0,0.8332999999999999,1,0,0,0,1,0,0,0,19/20,B
Eberlein,Sven,KRF,LB,6,5,21,5,0,0.1923,8,2,0,0,4,6,0,0,19/20,B
Ohler,Max,SGB,LW,23,5,4,5,0,0.5556,3,5,2,0,0,2,0,0,19/20,B
Fick,Pelle Leo,HSV,RW,22,5,6,5,0,0.4545,0,1,1,0,1,0,0,0,19/20,B
Fernandes,Mario,TVH,P,11,4,3,4,0,0.5714,2,0,0,1,1,4,0,0,19/20,B
Fuchs,Marius,HSV,P,22,4,1,4,0,0.8,1,0,0,0,0,0,0,0,19/20,B
Oehler,Michael,ASV,LB,4,4,1,4,0,0.8,1,2,0,0,0,3,0,0,19/20,B
Faith,Jan,AUE,RW,2,4,4,4,0,0.5,1,0,1,0,0,1,0,0,19/20,B
Paraschiv,Sebastian,AUE,CB,9,4,3,4,0,0.5714,8,1,2,0,0,0,0,0,19/20,B
Schneider,Nico,AUE,LB,10,4,6,4,0,0.4,2,3,1,0,2,1,0,0,19/20,B
Braun,Nick,DOR,LW,18,4,1,4,0,0.8,0,0,0,0,0,0,0,0,19/20,B
Lackovic,Blazenko,HSV,LB,20,3,1,3,0,0.75,4,2,0,3,4,5,0,0,19/20,B
Klockmann,Dennis,VFL,GK,24,3,2,3,0,0.6,1,1,0,0,0,0,0,0,19/20,B
Koloper,Branimir,FER,P,21,3,1,3,0,0.75,8,0,4,9,11,27,4,0,19/20,B
Boschen,Nils,SGB,P,23,3,1,3,0,0.75,0,1,0,2,1,4,0,0,19/20,B
Madert,Konstantin,TVE,GK,24,3,0,3,0,1.0,9,0,0,0,0,0,0,0,19/20,B
Wieser,Andreas,WÖW,GK,24,3,0,3,0,1.0,2,0,0,0,0,0,0,0,19/20,B
Voncina,Blaz,EIS,GK,22,3,0,3,0,1.0,8,0,0,0,0,1,0,0,19/20,B
Maier,Jonas,HSV,GK,24,2,1,2,0,0.6667000000000001,8,0,0,0,0,0,0,0,19/20,B
Kropp,Andre,ASV,P,6,2,1,2,0,0.6667000000000001,1,1,0,2,0,3,0,0,19/20,B
Mallwitz,Marino,VFL,GK,24,2,0,2,0,1.0,1,0,0,0,0,0,0,0,19/20,B
Seidel,Malte,TUE,LB,14,2,2,2,0,0.5,2,0,3,2,3,1,0,0,19/20,B
Iffert,Hannes,EIS,P,10,2,1,2,0,0.6667000000000001,0,0,0,1,0,2,0,0,19/20,B
Boieck,Janis,DOR,GK,16,2,2,2,0,0.5,2,1,0,0,0,0,0,0,19/20,B
Meyer,Philipp,WÖW,P,14,2,6,2,0,0.25,2,0,4,8,5,13,0,0,19/20,B
Schauer,Franz,AUE,LB,6,2,4,2,0,0.3333,0,1,0,1,1,2,1,0,19/20,B
Busch,Pierre,GUM,RW,15,2,0,2,0,1.0,5,4,0,0,0,1,0,0,19/20,B
Janus,Damian,KRF,P,18,2,1,2,0,0.6667000000000001,2,3,4,8,6,22,3,0,19/20,B
Cornelius,Nico,ELB,LW,2,2,2,2,0,0.5,0,1,0,0,0,0,0,0,19/20,B
Urban,Mario,SGB,RW,7,2,2,2,0,0.5,0,0,0,0,0,0,0,0,19/20,B
Suljakovic,Anadin,AUE,GK,3,2,0,2,0,1.0,0,0,0,0,0,0,0,0,19/20,B
Laurenz Kluth,,TUE,CB,12,2,3,2,0,0.4,0,1,0,0,0,0,0,0,19/20,B
Kaage,Jan-Erik,HSV,LB,3,2,0,2,0,1.0,0,0,0,0,0,1,0,0,19/20,B
Mauch,Joel,KON,CB,1,2,1,0,2,0.6667000000000001,0,0,0,0,0,0,0,0,19/20,B
Puhl,Lucas,FER,GK,15,1,0,1,0,1.0,2,0,0,0,0,0,0,0,19/20,B
Huhnstock,Mario,ELB,GK,24,1,3,1,0,0.25,6,1,0,0,0,0,0,0,19/20,B
Poltrum,Konstantin,COB,GK,23,1,0,1,0,1.0,3,0,0,0,0,0,0,0,19/20,B
Muller,Jurgen,SGB,GK,23,1,0,1,0,1.0,4,0,0,0,0,0,0,0,19/20,B
Bartmann,Sven,DOR,GK,23,1,2,1,0,0.3333,10,0,0,0,0,0,0,0,19/20,B
Brustmann,Max,WÖW,GK,24,1,2,1,0,0.3333,7,1,0,0,0,0,0,0,19/20,B
Hottgenroth,Tim,FER,GK,20,1,0,1,0,1.0,1,0,0,0,0,0,0,0,19/20,B
Topfer,Erik,AUE,GK,17,1,1,1,0,0.5,1,3,0,0,0,0,1,0,19/20,B
Edvardsson,Aron Rafn,HSV,GK,23,1,2,1,0,0.3333,7,1,1,0,0,1,0,0,19/20,B
Tatai,Peter,NLB,GK,24,1,1,1,0,0.5,14,1,1,0,3,0,0,0,19/20,B
Hassferter,Michael,KON,GK,24,1,1,1,0,0.5,9,0,0,0,0,1,0,0,19/20,B
Thomas,Heider,DOR,LB,15,1,0,1,0,1.0,6,1,1,4,4,5,0,0,19/20,B
Spiekermann,David Mirko,ASV,LB,6,1,1,1,0,0.5,0,0,0,0,0,0,0,0,19/20,B
Rasimas,Vilius,AUE,GK,24,1,0,1,0,1.0,1,0,0,0,0,0,0,0,19/20,B
Weischer,Tim,TVE,LW,22,1,1,1,0,0.5,0,1,0,1,0,2,0,0,19/20,B
Jepsen,Johannes,NLB,GK,21,1,1,1,0,0.5,1,0,1,0,0,0,0,0,19/20,B
Stammer,Frederik,KRF,GK,12,1,1,1,0,0.5,3,0,0,0,0,1,0,0,19/20,B
Gores,Tom,ELB,GK,22,1,0,1,0,1.0,1,2,0,0,0,0,0,0,19/20,B
Rubino Fernandez,Alex,ASV,LW,10,1,1,1,0,0.5,0,0,0,0,0,0,0,0,19/20,B
Lewandowski,Luca,TUE,LW,5,1,2,1,0,0.3333,0,0,0,0,0,0,0,0,19/20,B
Jockel,Patrick,TVH,P,2,1,1,1,0,0.5,0,0,0,0,0,0,0,0,19/20,B
Weber,Nikolai,TVH,GK,22,0,0,0,0,0.0,2,2,0,0,0,0,0,0,19/20,B
Puhle,Matthias,GUM,GK,22,0,0,0,0,0.0,8,1,0,0,0,0,0,0,19/20,B
Kulhanek,Jan,COB,GK,23,0,0,0,0,0.0,9,1,0,0,0,0,0,0,19/20,B
Bliss,Sebastian,TUE,GK,23,0,0,0,0,0.0,4,1,0,0,0,0,0,0,19/20,B
Gorobtschuk,Stanislaw,EIS,GK,7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Hertlein,Felix,ASV,GK,24,0,0,0,0,0.0,4,1,0,0,0,0,0,0,19/20,B
Plaue,Dominik,TVH,GK,20,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Wolf,Maximilian,KON,GK,19,0,0,0,0,0.0,1,0,0,0,0,0,0,0,19/20,B
Lange,Carsten,FER,RB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Nippes,Stefan,KRF,GK,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Boese,Rene,ELB,RW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Keutmann,Paul,KRF,GK,8,0,0,0,0,0.0,0,1,0,0,0,0,0,0,19/20,B
Zimmermann,Max,KRF,LW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Musil,Radek,AUE,GK,17,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Krechel,Oliver,ASV,GK,24,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Paske,Maurice,TVE,GK,24,0,0,0,0,0.0,3,0,0,0,0,0,0,0,19/20,B
Genz,Fredrik,TUE,GK,23,0,0,0,0,0.0,6,0,0,0,1,0,0,0,19/20,B
Toth,Norman,KRF,GK,24,0,0,0,0,0.0,2,0,0,0,1,1,0,0,19/20,B
Potic,Nikola,VFL,RB,5,0,0,0,0,0.0,0,2,0,0,0,0,0,0,19/20,B
Toelke,Simon,KON,GK,21,0,0,0,0,0.0,1,0,0,0,0,0,0,0,19/20,B
Schneider,Florian,FER,RB,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Apfel,Fabian,COB,GK,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Van den Beucken,Mark,HSV,GK,15,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Halfmann,Hendrik,DOR,GK,8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Hasenforther,Lasse,GUM,GK,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Franke,Luis,WÖW,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Wullenweber,Finn,HSV,LB,1,0,0,0,0,0.0,0,1,0,0,0,0,0,0,19/20,B
Kokoszka,Marcel,HSV,GK,20,0,0,0,0,0.0,1,0,0,0,0,0,0,0,19/20,B
Dahmen,Cornelius,DOR,GK,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Urban,Lukas,SGB,LB,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Ivic,Filip,GUM,GK,24,0,0,0,0,0.0,3,0,0,0,0,0,0,0,19/20,B
Mohs,Max,ELB,GK,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Michel,Linus,FER,CB,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Borchert,Julian,TUE,GK,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Ingenpass,Niklas,TUE,P,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Grzesinski,Mats,NLB,GK,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Bohne,Simon,TVH,GK,10,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Alaj,Armend,EIS,RW,7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Roth,Niklas,TVH,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Belter,Simon,TVH,RW,8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Preller,Max,COB,LW,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Uth,Till Bastian,TVH,P,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Dreyer,Paul,KRF,GK,5,0,0,0,0,0.0,0,1,0,0,0,0,0,0,19/20,B
Kiesler,Tom,GUM,LB,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Reimer,Jan,DOR,RW,10,0,0,0,0,0.0,0,0,1,0,0,1,0,0,19/20,B
Mircic,Matija,DOR,CB,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Perey,Oliver,GUM,P,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Noack,Marius,EIS,GK,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Karic,Denis,EIS,GK,15,0,0,0,0,0.0,1,1,0,0,1,0,0,0,19/20,B
Durica,Marin,FER,GK,22,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Lucke,Ole,TVE,GK,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Kozubik,Vojta,AUE,RB,9,0,0,0,0,0.0,0,0,0,0,0,1,0,0,19/20,B
Leubner,Jonas,AUE,LB,5,0,0,0,0,0.0,0,1,0,0,0,0,0,0,19/20,B
Potratz,Mattis,VFL,LW,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,19/20,B
Fanger,Julius,GUM,CB,8,0,0,0,0,0.0,0,1,0,0,0,0,0,0,19/20,B
Mustafic,Dino,COB,CB,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Brune,Julius,NLB,P,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Kinanah,Ali,DOR,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Kirschner,Tristan,TVH,RW,8,0,0,0,0,0.0,0,0,0,0,0,1,0,0,19/20,B
Muller,Jorg,TVH,RB,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Hagen,Melf,VFL,CB,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Bochmann,Pascal,AUE,GK,6,0,0,0,0,0.0,1,0,0,0,0,0,0,0,19/20,B
Wellner,Leon,ELB,P,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Bader,Jona,SGB,RW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Reich,Lucas,SGB,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Mast,Tim,DOR,LW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Johannmeyer,Fynn,DOR,RB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Fehr,Andreas,EIS,GK,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Barth,Dario,FER,LW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Haseler,Mathis,GUM,RW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19/20,B
Schafer,Christian,SGB,RW,34,234,74,131,103,0.7597,9,5,13,1,0,3,1,0,20/21,B
Skroblien,Tom,NLB,LW,35,216,76,130,86,0.7397,20,9,14,1,4,4,0,0,20/21,B
Wucherpfennig,Lukas,ELB,RW,36,209,51,122,87,0.8038,6,9,12,0,2,3,1,0,20/21,B
Weller,Niklas,HSV,P,33,206,61,117,89,0.7715000000000001,8,25,4,17,12,31,4,0,20/21,B
Wesseling,Sven,TVE,LB,35,205,135,158,47,0.6029,100,54,13,10,10,16,0,0,20/21,B
Savvas,Savvas,TVG,LB,32,189,142,167,22,0.5710000000000001,65,44,10,7,4,9,0,0,20/21,B
Kammlodt,Adrian,AUE,LB,36,186,160,185,1,0.5376,88,54,6,4,8,10,0,0,20/21,B
Bornhorn,Bengt,AUE,P,35,183,46,94,89,0.7990999999999999,2,30,1,1,1,4,0,0,20/21,B
Kolodziej,Falk,FFB,CB,35,183,127,124,59,0.5903,131,57,19,5,10,18,1,0,20/21,B
Gress,Sebastian,ELB,CB,35,178,103,178,0,0.6335000000000001,122,33,7,13,4,5,0,0,20/21,B
Delic,Vedran,WHV,LW,34,178,66,93,85,0.7295,10,10,6,0,7,11,1,0,20/21,B
Hrstka,Jakub,DES,LW,32,173,55,123,50,0.7587999999999999,9,12,5,1,1,7,0,0,20/21,B
Huesmann,Fabian,ASV,LW,33,162,55,86,76,0.7465,4,13,5,9,3,10,1,0,20/21,B
Wolf,Tom,KON,LB,25,162,91,97,65,0.6403,71,37,3,10,9,2,0,0,20/21,B
Lindskog Andersson,Julius,VFL,CB,36,162,102,86,76,0.6136,94,45,0,1,2,5,0,0,20/21,B
Tissier,Leif,HSV,CB,35,161,72,161,0,0.691,95,41,24,1,4,5,0,0,20/21,B
Eres,Josip,FER,RW,36,159,54,94,65,0.7465,5,20,7,0,4,2,1,0,20/21,B
Genz,Jo Gerrit,ASV,RB,36,158,101,154,4,0.61,45,21,5,7,7,13,1,0,20/21,B
Richter,Benjamin,DOR,CB,36,156,81,67,89,0.6581999999999999,43,34,6,0,0,0,0,0,20/21,B
Snajder,Ivan,EIS,LW,36,155,62,116,39,0.7143,25,21,10,7,16,18,0,0,20/21,B
Loser,Timo,DES,LB,36,154,111,154,0,0.5811,94,49,1,0,1,2,0,0,20/21,B
Holzner,Dirk,TVE,LW,36,153,77,98,55,0.6652,5,8,5,0,4,1,0,0,20/21,B
Lux,Maximilian,AUE,RW,36,152,58,141,11,0.7238,15,16,7,1,6,8,0,0,20/21,B
Sohmann,Vincent,DES,CB,36,151,92,80,71,0.6214,64,40,7,1,13,23,1,0,20/21,B
Weber,Ian,TVH,CB,35,149,111,135,14,0.5731,59,42,11,8,18,14,1,0,20/21,B
Dangers,Markus,KON,P,36,148,52,146,2,0.74,10,32,4,6,16,25,2,0,20/21,B
Bozovic,Janko,GUM,RB,36,145,109,108,37,0.5709000000000001,59,37,0,1,4,10,1,0,20/21,B
Blohme,Lukas,GUM,RW,35,143,70,136,7,0.6714,37,27,5,1,6,10,0,0,20/21,B
Jansen,Tom,TVG,RB,35,143,115,143,0,0.5543,64,32,4,6,14,8,0,0,20/21,B
Santos,Raul,GUM,LW,31,139,61,84,55,0.695,6,16,16,0,3,7,0,0,20/21,B
Spohn,Valentin,NLB,LB,36,139,124,139,0,0.5285,41,26,0,5,7,5,0,0,20/21,B
Matzken,Torben,FER,CB,35,136,59,114,22,0.6973999999999999,67,67,5,1,8,6,1,0,20/21,B
Bornemann,Andreas,FER,RB,34,135,103,135,0,0.5672,39,40,2,8,5,7,0,0,20/21,B
Meuser,Andre,DOR,RB,29,134,115,134,0,0.5382,64,42,2,12,17,17,1,0,20/21,B
Versteijnen,Niels Gerardus,VFL,RB,31,134,102,115,19,0.5678,69,43,6,5,4,8,0,0,20/21,B
Huter,Ian,DOR,CB,36,132,98,132,0,0.5739,75,56,35,11,5,13,1,0,20/21,B
Dumcius,Mindaugas,ELB,RB,36,130,112,130,0,0.5372,55,45,9,3,11,9,0,0,20/21,B
Saul,Alexander,EIS,RB,34,128,117,121,7,0.5224,81,44,3,6,6,5,2,0,20/21,B
Michel,Mattis,FER,P,34,126,31,82,44,0.8025,11,7,8,11,8,9,0,0,20/21,B
Strosack,Peter,NLB,RW,36,125,28,114,11,0.8170000000000001,25,11,11,0,2,10,2,0,20/21,B
Drechsler,Rene,WHV,RB,35,123,127,123,0,0.49200000000000005,84,66,3,3,5,10,0,0,20/21,B
Urban,Tomas,TVE,RW,32,120,43,103,17,0.7362000000000001,10,12,3,0,1,4,1,0,20/21,B
Wasielewski,Johannes,TVE,RB,30,120,95,120,0,0.5581,46,41,4,5,11,20,0,0,20/21,B
Link,Jonas,SGB,CB,36,119,103,119,0,0.536,57,32,5,1,0,6,0,0,20/21,B
Krings,Merten,ASV,CB,27,116,95,116,0,0.5498,68,40,4,0,3,5,0,0,20/21,B
Engelmann,Yannick,FFB,LB,36,115,79,115,0,0.5928,48,36,8,7,4,8,1,0,20/21,B
Weyhrauch,Willy,EIS,RW,35,114,71,97,17,0.6162,7,14,16,1,4,9,0,0,20/21,B
Schomig,Dominik,WÖW,LW,36,114,45,72,42,0.7170000000000001,13,15,7,0,2,0,1,0,20/21,B
Kaufmann,Steffen,WÖW,RB,36,113,135,113,0,0.4556,118,56,5,3,9,5,0,0,20/21,B
Ebner,Dominik,NLB,RB,34,112,89,112,0,0.5572,45,37,3,2,5,13,1,0,20/21,B
Bergemann,Thies,HSV,RW,36,112,61,112,0,0.6474,8,3,3,0,6,8,0,0,20/21,B
Reichl,Vit,TVH,P,34,112,28,112,0,0.8,6,28,3,2,6,12,0,0,20/21,B
Horner,Max,FFB,RB,35,111,120,108,3,0.4805,39,46,2,1,3,12,1,0,20/21,B
Schreiber,Hendrik,TVH,LB,32,109,102,109,0,0.5166,49,39,7,4,4,7,0,0,20/21,B
Hermann,Alexander,GUM,LB,27,108,80,108,0,0.5745,46,33,1,15,8,8,0,0,20/21,B
Matijasevic,Marko,TVG,CB,33,107,71,103,4,0.6011,55,44,7,2,6,9,1,0,20/21,B
Halfdansson,Arnar Birkir,AUE,RB,36,107,122,107,0,0.4672,106,51,2,4,3,13,1,0,20/21,B
Thummler,Jonas,ELB,P,35,106,22,106,0,0.8281000000000001,5,17,5,4,2,5,2,0,20/21,B
Lofstrom,Carl,VFL,P,34,105,48,105,0,0.6862999999999999,8,17,11,20,16,13,1,0,20/21,B
Bruhn,Jasper,VFL,RB,34,104,86,104,0,0.5474,28,24,15,6,10,9,0,0,20/21,B
Stumpf,Johannes,FFB,CB,33,104,72,104,0,0.5909,51,47,14,2,13,11,0,0,20/21,B
Fuss,Merlin,TVH,RB,35,103,75,103,0,0.5787,38,14,11,4,12,9,0,0,20/21,B
Kretschmer,Finn,VFL,RW,35,101,57,101,0,0.6392,10,13,6,0,9,6,0,0,20/21,B
Senden,Alexander,DOR,LB,30,100,85,100,0,0.5405,40,36,4,7,9,19,2,0,20/21,B
Bauer,Philipp,HSV,CB,34,99,71,99,0,0.5824,32,22,1,0,2,2,0,0,20/21,B
Claus,Dominik,SGB,RB,34,98,49,98,0,0.6667000000000001,62,40,13,8,7,9,0,0,20/21,B
Heiny,Lutz,NLB,LB,36,98,74,98,0,0.5698,82,34,1,4,11,14,1,0,20/21,B
Schneider,Julian,FER,CB,35,95,46,95,0,0.6738,16,16,12,6,13,21,1,0,20/21,B
Dayan,Yonatan,WÖW,CB,29,95,54,95,0,0.6376,36,29,9,2,4,7,0,0,20/21,B
Schmidt,Patrick,WÖW,CB,29,94,74,73,21,0.5595,39,23,3,1,3,7,2,0,20/21,B
Schneider,Timm,GUM,CB,35,92,73,92,0,0.5576,66,43,11,35,14,31,1,0,20/21,B
Rompf,Christian,TVH,LW,33,92,42,66,26,0.6866,7,4,11,6,5,9,0,0,20/21,B
Braun,Joschua,KON,RB,30,92,54,80,12,0.6301,34,20,3,1,7,10,1,0,20/21,B
Huter,Patrick,DOR,P,35,91,23,91,0,0.7981999999999999,9,22,8,16,14,19,2,0,20/21,B
Eisentrager,Florian,TVG,LW,31,89,52,76,13,0.6312,4,15,6,1,6,7,0,0,20/21,B
Konitz,Bartosz,WHV,CB,33,87,81,87,0,0.5179,95,45,11,1,6,5,0,0,20/21,B
Hahn,Tobias,TVH,RW,34,87,39,30,57,0.6905,12,3,5,0,6,7,0,0,20/21,B
Corak,Dino,TVG,P,36,87,22,87,0,0.7981999999999999,15,22,5,5,13,15,1,0,20/21,B
Zahradnicek,Jan,DES,RW,36,87,52,87,0,0.6259,1,17,3,1,1,5,0,0,20/21,B
Schauer,Kuno,WHV,CB,30,86,80,86,0,0.5181,40,27,2,1,2,3,0,0,20/21,B
Orlowski,Marian,ASV,LB,24,85,72,77,8,0.5414,70,42,1,2,9,6,0,0,20/21,B
Forstbauer,Jan,HSV,RB,28,85,85,85,0,0.5,55,22,2,3,6,10,0,0,20/21,B
Reuland,Joshua,DOR,LW,18,84,33,62,22,0.7179000000000001,3,3,3,1,0,1,0,0,20/21,B
Kretschmer,Nils Holger,ELB,LB,34,82,66,68,14,0.5540999999999999,73,25,10,16,13,31,3,0,20/21,B
Barthe,Paco,SGB,CB,36,82,40,78,4,0.6720999999999999,62,29,18,44,14,22,0,0,20/21,B
Vidarsson,Ellidi Snaer,GUM,P,30,82,29,82,0,0.7387,14,22,12,35,16,22,0,0,20/21,B
Dicker,Daniel,EIS,LB,32,81,82,81,0,0.49689999999999995,53,30,9,17,12,25,2,0,20/21,B
Seidler,Oliver,DES,P,35,80,30,80,0,0.7273000000000001,2,15,3,15,13,21,1,0,20/21,B
Emanuel,Max,DES,RB,33,78,76,78,0,0.5065,55,39,3,3,13,6,0,0,20/21,B
Seitz,Stephan,FFB,RB,35,78,59,78,0,0.5693,27,28,3,0,4,8,2,0,20/21,B
Raguse,Mex,VFL,LB,29,77,74,76,1,0.5099,27,15,0,2,7,11,0,0,20/21,B
Stuber,Frederic,TVE,P,34,76,28,76,0,0.7308,12,28,3,26,15,35,1,0,20/21,B
Potisk,Martin,EIS,CB,33,76,41,76,0,0.6496,37,32,8,0,4,2,0,0,20/21,B
Kaulitz,Tim,FFB,LW,29,76,40,68,8,0.6552,0,5,10,1,6,1,2,0,20/21,B
Stark,Mario,TVG,CB,31,75,59,75,0,0.5597,75,30,0,8,8,9,0,0,20/21,B
Schulz,Michael,WÖW,P,31,75,28,75,0,0.7282,8,18,5,15,11,22,2,0,20/21,B
Schwolow,Tobias,WHV,CB,22,75,67,73,2,0.5282,45,28,5,1,4,13,0,0,20/21,B
Prause,Julian,FFB,P,36,74,31,74,0,0.7048000000000001,2,25,0,0,0,0,0,0,20/21,B
Tokic,Ante,EIS,RW,31,74,42,74,0,0.6379,28,21,9,9,8,10,2,0,20/21,B
Busch,Pierre,TVG,RW,14,73,28,46,27,0.7228,1,4,1,0,1,4,1,0,20/21,B
Wohler,Adrian,EIS,LW,33,72,26,35,37,0.7347,4,5,1,1,0,4,0,0,20/21,B
Brielmeier,Benedikt,WÖW,LB,32,72,64,72,0,0.5294,53,36,9,7,9,11,0,0,20/21,B
Dahlhaus,Tim,SGB,RB,36,72,75,72,0,0.48979999999999996,39,30,6,2,8,13,0,0,20/21,B
Brosch,Jan,ASV,P,31,72,28,72,0,0.72,16,27,6,22,12,25,3,0,20/21,B
Pust,Yannick-Marcos,WHV,RW,23,72,42,72,0,0.6315999999999999,4,8,12,0,4,6,0,0,20/21,B
Von Boenigk,Jan,ASV,RB,34,71,66,71,0,0.5182,57,24,6,2,2,15,0,0,20/21,B
Paraschiv,Sebastian,AUE,CB,35,70,43,70,0,0.6195,67,34,16,1,7,13,0,0,20/21,B
Axmann,Dominik,HSV,LB,25,69,48,51,18,0.5897,19,7,8,6,5,12,0,0,20/21,B
Schneibel,Jannis,EIS,CB,24,69,44,67,2,0.6106,59,33,9,0,2,1,0,0,20/21,B
Schimmelbauer,Tobias,HSV,LW,35,68,29,68,0,0.701,10,11,6,17,22,20,0,0,20/21,B
Wullenweber,Finn,HSV,LB,26,68,62,68,0,0.5231,13,16,1,0,0,3,0,0,20/21,B
Bornhauser,Tim,KON,CB,29,67,62,66,1,0.5194,78,39,2,2,2,2,0,0,20/21,B
Schneider,Lucas,FER,RB,36,67,39,67,0,0.6321,48,42,3,5,8,10,0,0,20/21,B
Lex,Korbinian,FFB,LB,36,67,54,67,0,0.5537,33,22,19,24,18,21,1,0,20/21,B
Hideg,Daniel,EIS,LB,23,67,53,67,0,0.5583,14,11,3,6,2,11,0,0,20/21,B
Fischer,Jonathan,SGB,P,34,67,18,67,0,0.7881999999999999,10,25,6,9,9,15,0,0,20/21,B
Wirtz,Tommy,WÖW,LW,36,67,38,40,27,0.6381,2,4,3,0,3,8,1,0,20/21,B
Bandlow,Frieder,TVG,RB,35,67,33,67,0,0.67,7,10,8,0,4,1,0,0,20/21,B
Scheithauer,Max,DES,LB,33,66,41,66,0,0.6168,43,30,3,3,6,10,0,0,20/21,B
Gonschor,Fynn,VFL,LW,33,66,39,66,0,0.6286,2,6,2,0,1,2,0,0,20/21,B
